nom_table	nom_champ1	nom_champ2	res_min	res_max	ratio_distinct	nb_valeur_distincts_50	nb_valeur_distincts_500	nb_valeur_distincts_5000	statut
b_t_bmg_t_ref_sys_bddm	cd_sys_bddm	lc_sys_bddm	0.7448714099334387	0.5067628857405905	1.0	1	0	0	1
b_t_bmg_t_ref_sys_bddm	cd_sys_bddm	lc_sys_bddm	0.7448714099334387	0.5067628857405905	1.0	1	0	0	1
b_v_gb2k_e_contrats	flag_proroge	libelle_type_produit	-0.9896117421228855	0.21794011328002752	1.0	1	0	0	0
b_v_gen_t_hierarchie_ac	id_inspecteur	nom_circo	0.4017793657054068	0.47761321226068176	0.939615736505032	0	0	1	0
b_i_tcga_i_dmtaxeint	peridec_ub	pernoml_ra	0.06774656717255453	0.31172476956679235	1.0	1	0	0	0
b_i_gps_i_ref_iard_dwbaxeint_h	flagape	pernoml_ud	-0.4428761325882973	0.3790746515948778	1.0	1	0	0	0
b_i_tcga_i_dmtaxeint	flagape	pernoml_ud	-0.039016578673880024	-0.3143064287190176	1.0	1	0	0	0
b_i_tcga_i_dmtaxeint	peridec_rh	pernoml_ud	0.7448714099334387	0.5067628857405905	1.0	1	0	0	0
b_i_tcga_i_dmtaxeint	regidec_a	pernoml_ua	0.7448714099334387	0.5067628857405905	1.0	1	0	0	0
b_i_gps_i_ref_iard_dwbaxeint_h	accnmvc	reglibl_d	-1.0984510748892558	-1.6527883266801549	1.0	1	0	0	0
b_i_tcga_i_dmtaxeint	accnmvc	reglibl_d	-2.1659872031281564	-4.490098408175795	1.0	1	0	0	0
b_i_tcga_i_dmtrga	rgacodc	rgalibll	0.7448714099334387	0.5067628857405905	1.0	1	0	0	1
b_v_ngo_t_contrat	tab_mortalite_regl	nat_risque	0.6499244215782689	0.5067628857405905	1.0	1	0	0	0
